No,Project Name,Municipality,Sector,Currency,Amount,YearStart,YearEnd_original,Funding/Donor,Implementing Partner,Status_original,SDGs_Alignment,NSDP_Alignment,YearEnd,Donor,Implementing Agency,Status,Budget,level_areas,Category,budget_clean
588,Multipurpose Hall Construction,Aileu,Construction,USD,"53,965.00",2024,2024,GovTL,GovTL,Completed,1. Transformation Food Systems,3. Economic Development,2024.0,Government of Timor Leste,GovTL,Completed,53965.0,Municipality,Other,53965.0
589,Rehabilitation of the Administrative Post Laulara,Aileu,Construction,USD,"15,781.00",2024,2024,GovTL,GovTL,Completed,1. Transformation Food Systems,3. Economic Development,2024.0,Government of Timor Leste,GovTL,Completed,15781.0,Municipality,Other,15781.0
590,Construction of wall around the residence of the President of the Aileu Municipal Authority,Aileu,Construction,USD,"61,034.00",2024,2024,GovTL,GovTL,Completed,1. Transformation Food Systems,3. Economic Development,2024.0,Government of Timor Leste,GovTL,Completed,61034.0,Municipality,Other,61034.0
591,Rehabilitation and installation of water pump for the parish of São Pedro São Paulo Aileu,Aileu,Water and Sanitation,USD,"1,843.00",2024,2024,GovTL,GovTL,Completed,1. Transformation Food Systems,3. Economic Development,2024.0,Government of Timor Leste,GovTL,Completed,1843.0,Municipality,Other,1843.0
597,Construction of School EBF Bubria - Fatubesi,Ermera,PDIM,USD,"82,500.00",2024,2025,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",1. Social Capital,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,82500.0,Municipality,Other,82500.0
598,Rehabilitation of Rural Road - Manusae - Fatubolu,Ermera,PDIM,USD,"190,944.00",2024,2025,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,190944.0,Municipality,Other,190944.0
599,Construction of Water System - Baboe Leten,Ermera,PDIM,USD,"156,238.00",2024,2025,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,156238.0,Municipality,Other,156238.0
600,Construction of Irrigation System - Samara,Ermera,PDIM,USD,"383,016.00",2024,2025,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,383016.0,Municipality,Other,383016.0
601,Construction of School EBF Hularema - Poetete,Ermera,PDIM,USD,"95,877.00",2024,2025,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,95877.0,Municipality,Other,95877.0
602,Construction of Health Center - Katrai Leten,Ermera,PDIM,USD,"412,827.00",2024,2025,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,412827.0,Municipality,Other,412827.0
603,Construction of Market - Dukurai,Ermera,PDIM,USD,"151,058.00",2024,2025,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,151058.0,Municipality,Other,151058.0
604,Construction of Cadastral Building - Talimoro,Ermera,PDIM,USD,"99,949.00",2024,2025,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,99949.0,Municipality,Other,99949.0
605,Rehabilitation of Rural Road - Parami,Ermera,PDIM,USD,"200,059.00",2024,2025,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,200059.0,Municipality,Other,200059.0
606,Construction of Irrigation System - Tata Ailelo,Ermera,PDIM,USD,"191,737.00",2024,2025,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,191737.0,Municipality,Other,191737.0
607,Construction of Central School for Basic Education C1 - Ducurai,Ermera,PDIM,USD,"90,036.00",2025,2026,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,2026.0,Government of Timor Leste,GovTL,Ongoing - Active,90036.0,Municipality,Other,90036.0
608,Construction of Central School for Basic Education C2 - Ducurai,Ermera,PDIM,USD,"106,063.00",2025,2026,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,2026.0,Government of Timor Leste,GovTL,Ongoing - Active,106063.0,Municipality,Other,106063.0
609,Construction of Central School for Basic Education - Baboe Leten,Ermera,PDIM,USD,"94,989.00",2025,2026,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2026.0,Government of Timor Leste,GovTL,Ongoing - Active,94989.0,Municipality,Other,94989.0
610,Construction of Health Center - Lebululi,Ermera,PDIM,USD,"128,088.00",2025,2026,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2026.0,Government of Timor Leste,GovTL,Ongoing - Active,128088.0,Municipality,Other,128088.0
611,Construction of Doctors Houses - Lebululi,Ermera,PDIM,USD,"67,508.00",2025,2026,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2026.0,Government of Timor Leste,GovTL,Ongoing - Active,67508.0,Municipality,Other,67508.0
612,Construction of Bridge Beret and Rehabilitation of Road - Hatolia A,Ermera,PDIM,USD,"178,087.00",2025,2026,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,1. Social Capital,2026.0,Government of Timor Leste,GovTL,Ongoing - Active,178087.0,Municipality,Other,178087.0
613,Maintenance and Extension of Room of Authority - Talimoro,Ermera,PDIM,USD,"42,028.00",2025,2026,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2026.0,Government of Timor Leste,GovTL,Ongoing - Active,42028.0,Municipality,Other,42028.0
614,Construction of Bridge Atsabe and Landfill at the Municipality Building - Ermera,Ermera,PDIM,USD,"24,411.00",2025,2025,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,24411.0,Municipality,Other,24411.0
615,Construction of Protection Fence for the Building of the Municipal Services for Public Works and Transport - Talimoro,Ermera,PDIM,USD,"18,031.00",2025,2025,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,18031.0,Municipality,Other,18031.0
619,Rehabilitation of Municipal Residence of Viqueque Administrator - Viqueque Vila; PDIM,Viqueque,Construction,USD,"472,685.00",2023,2025,GovTL,GovTL,Completed,5. Job & Social Protection,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Completed,472685.0,Municipality,Other,472685.0
620,Construction of Medicine Warehouse - Viqueque Vila; PDIM,Viqueque,Construction,USD,"144,286.00",2023,2023,GovTL,GovTL,Completed,1. Transformation Food Systems,3. Economic Development,2023.0,Government of Timor Leste,GovTL,Completed,144286.0,Municipality,Other,144286.0
621,New Construction of Ossu Administrative Post Building and Surrounding Walls - Ossu; PDIM,Viqueque,Construction,USD,"242,358.00",2023,2023,GovTL,GovTL,Completed,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2023.0,Government of Timor Leste,GovTL,Completed,242358.0,Municipality,Other,242358.0
622,"New Construction EBF Cailaquebabo - Kai Ua, Lacluta; PDIM",Viqueque,Construction,USD,"109,908.00",2023,2024,GovTL,GovTL,Completed,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2024.0,Government of Timor Leste,GovTL,Completed,109908.0,Municipality,Other,109908.0
623,Opening of New Road to the Garbage Dump of  Municipality of Viqueque - Uma Kik; PDIM,Viqueque,Local Development,USD,"237,861.00",2024,2024,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,2024.0,Government of Timor Leste,GovTL,Ongoing - Active,237861.0,Municipality,Other,237861.0
624,New Construction EBF - Uaimori - Viqueque Vila; PDIM,Viqueque,Local Development,USD,"175,515.00",2024,2024,GovTL,GovTL,Completed,4. Transforming Education,1. Social Capital,2024.0,Government of Timor Leste,GovTL,Completed,175515.0,Municipality,Other,175515.0
625,"New Construction of SEFOPE Building, Viqueque Municipality - Viqueque Vila; PDIM",Viqueque,Local Development,USD,"258,680.00",2024,2025,GovTL,GovTL,Completed,4. Transforming Education,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Completed,258680.0,Municipality,Other,258680.0
626,New Construction EBC 01 - Viqueque Vila; PDIM,Viqueque,Local Development,USD,"181,669.00",2024,2025,GovTL,GovTL,Completed,4. Transforming Education,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Completed,181669.0,Municipality,Other,181669.0
627,Rehabilitation of the Market Olobay - Wesa - Viqueque Vila; PDIM,Viqueque,Local Development,USD,"273,952.00",2025,2025,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,273952.0,Municipality,Other,273952.0
628,Rehabilitation of Health Center with Toilet Extension - Uatocarbau; PDIM,Viqueque,Health,USD,"237,506.00",2025,2025,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,237506.0,Municipality,Other,237506.0
629,Construction of Maternity - Uatulari; PDIM,Viqueque,Health,USD,"234,694.00",2025,2025,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,234694.0,Municipality,Other,234694.0
630,Construction of Welafua Irrigation System - Lacluta; PDIM,Viqueque,Agriculture,USD,"169,620.00",2025,2025,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,169620.0,Municipality,Other,169620.0
631,Rehabilitation of Irrigation System Natar Futudu - Buanurac - Ossu; PDIM,Viqueque,Agriculture,USD,"109,292.00",2025,2025,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,109292.0,Municipality,Other,109292.0
632,Construction of New Municipal Building - PDIM,Manatuto,Local Development,USD,"5,305,636.00",2024,2025,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,5305636.0,Municipality,Other,5305636.0
633,Consultant Services for the Construction of New Municipal Building - PDIM,Manatuto,Local Development,USD,"413,090.00",2024,2025,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2025.0,Government of Timor Leste,GovTL,Ongoing - Active,413090.0,Municipality,Other,413090.0
634,Construction of New Road - Tohumeta - Akadiru - PDIM,Aileu,Construction,USD,"149,936.00",2023,2023,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,1. Transformation Food Systems,3. Economic Development,2023.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,149936.0,Municipality,"Bilateral (Foreign Govs), Government of Timor-Leste, United Nations",149936.0
635,Construction of New Road - Manufoni - Lismori - PDIM,Aileu,Construction,USD,"174,873.00",2023,2023,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2023.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,174873.0,Municipality,"Bilateral (Foreign Govs), Government of Timor-Leste, United Nations",174873.0
636,Road Rehabilitation and Construction of Drainage and Culverts - Batumanu - PDIM,Ermera,Construction,USD,"299,287.00",2023,2023,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,5. Job & Social Protection,2. Infrastructure Development,2023.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,299287.0,Municipality,"Bilateral (Foreign Govs), Government of Timor-Leste, United Nations",299287.0
637,Municipality Water System - PDIM,Ermera,Water and Sanitation,USD,"82,921.00",2023,2023,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,5. Job & Social Protection,2. Infrastructure Development,2023.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,82921.0,Municipality,"Bilateral (Foreign Govs), Government of Timor-Leste, United Nations",82921.0
638,Construction of Irrigation Channel - Lague - Batufalo - PDIM,Baucau,Agriculture,USD,"45,986.00",2023,2023,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2023.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,45986.0,Municipality,"Bilateral (Foreign Govs), Government of Timor-Leste, United Nations",45986.0
639,Road Rehabilitation - Warique - Baniria - PDIM,Lautem,Construction,USD,"222,655.00",2023,2023,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,5. Job & Social Protection,2. Infrastructure Development,2023.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,222655.0,Municipality,"Bilateral (Foreign Govs), Government of Timor-Leste, United Nations",222655.0
640,Water Supply System - Muapitine - PDIM,Lautem,Water and Sanitation,USD,"60,386.00",2023,2023,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2023.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,60386.0,Municipality,"Bilateral (Foreign Govs), Government of Timor-Leste, United Nations",60386.0
641,Construction of Irrigation Channel - Uani Uma - PDIM,Viqueque,Agriculture,USD,"112,052.00",2023,2023,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,2023.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,112052.0,Municipality,"Bilateral (Foreign Govs), Government of Timor-Leste, United Nations",112052.0
